GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Residence,Playstyle,GAD_T,SWL_T,SPIN_T
3,2,2,2,1,1,1,Very difficult,1,2,1,1,1,League of Legends,PC,10.0,having_fun,undefined,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Female,30,Employed,USA,multiplayer - online - with strangers,12,6,15.0
0,0,0,1,0,2,0,Somewhat difficult,2,4,3,2,1,League of Legends,PC,20.0,improving,undefined,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,Male,25,Employed,USA,multiplayer - online - with strangers,3,12,17.0
2,0,0,0,0,0,0,Not difficult at all,5,6,5,3,6,League of Legends,PC,21.0,having_fun,undefined,16.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,27,Unemployed / between jobs,USA,multiplayer - online - with online acquaintances or teammates,2,25,13.0
3,3,2,2,0,0,3,Not difficult at all,5,5,2,7,1,League of Legends,PC,10.0,improving,undefined,15.0,2.0,4.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,Male,20,Student at college / university,USA,multiplayer - online - with strangers,13,20,23.0
0,0,0,0,0,0,0,Not difficult at all,6,7,7,4,6,Starcraft 2,PC,21.0,improving,undefined,5.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,18,Student at school,Germany,multiplayer - online - with online acquaintances or teammates,0,30,7.0
0,1,1,1,0,2,1,Not difficult at all,2,4,4,3,1,League of Legends,PC,35.0,improving,undefined,40.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,3.0,3.0,Male,19,Student at college / university,UK,multiplayer - online - with online acquaintances or teammates,6,14,25.0
0,0,0,0,0,2,0,Not difficult at all,6,7,5,5,2,League of Legends,PC,50.0,having_fun,undefined,20.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,Male,18,Student at school,UK,multiplayer - online - with real life friends,2,25,38.0
0,0,0,0,0,1,0,Not difficult at all,3,6,6,4,2,League of Legends,PC,15.0,winning,undefined,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,21,Student at college / university,USA,multiplayer - online - with strangers,1,21,6.0
0,0,0,0,0,1,0,Not difficult at all,2,2,4,2,3,League of Legends,PC,15.0,having_fun,undefined,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,18,Student at school,Austria,multiplayer - online - with online acquaintances or teammates,1,13,15.0
1,0,1,1,1,2,1,Somewhat difficult,5,5,6,5,4,League of Legends,PC,20.0,having_fun,undefined,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,24,Student at college / university,USA,multiplayer - online - with real life friends,7,25,10.0
1,0,0,0,1,0,1,Not difficult at all,5,5,4,1,1,League of Legends,PC,15.0,winning,undefined,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,USA,multiplayer - online - with strangers,3,16,2.0
1,2,2,1,0,1,2,Somewhat difficult,4,2,5,7,7,League of Legends,PC,20.0,improving,undefined,10.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,2.0,3.0,0.0,4.0,0.0,1.0,2.0,3.0,1.0,4.0,2.0,Male,21,Employed,Hungary,multiplayer - online - with real life friends,9,25,32.0
1,0,1,0,0,2,0,Not difficult at all,3,6,2,3,2,League of Legends,PC,16.0,having_fun,undefined,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,4,16,14.0
0,0,0,0,0,0,0,Not difficult at all,4,3,2,3,5,League of Legends,PC,24.0,improving,undefined,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at school,Belgium,multiplayer - online - with online acquaintances or teammates,0,17,6.0
1,1,1,0,1,3,1,Not difficult at all,2,7,6,5,2,League of Legends,PC,20.0,having_fun,gold,84.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,Male,21,Student at college / university,Canada,multiplayer - online - with strangers,8,22,34.0
0,0,0,1,1,1,0,Not difficult at all,4,5,5,5,6,League of Legends,PC,25.0,having_fun,undefined,15.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,19,Unemployed / between jobs,USA,multiplayer - online - with strangers,3,25,12.0
1,3,2,3,1,2,0,Somewhat difficult,3,2,3,4,2,Other,PC,6.0,relaxing,undefined,7.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,Male,18,Student at school,Latvia,multiplayer - online - with strangers,12,14,14.0
0,0,0,0,0,1,0,Not difficult at all,1,4,2,4,4,League of Legends,PC,17.0,winning,undefined,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,20,Student at college / university,Hungary,multiplayer - online - with strangers,1,15,11.0
1,1,0,0,0,0,1,Not difficult at all,1,6,5,2,1,League of Legends,PC,17.0,improving,gold,61.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,Male,18,Student at college / university,Germany,multiplayer - online - with strangers,3,15,46.0
1,1,1,1,1,2,0,Somewhat difficult,5,6,6,5,6,Guild Wars 2,PC,14.0,having_fun,undefined,3.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,Male,21,Student at college / university,USA,multiplayer - online - with real life friends,7,28,32.0
0,0,1,1,3,3,2,Not difficult at all,6,6,5,4,2,League of Legends,PC,18.0,winning,undefined,15.0,0.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,Male,19,Student at college / university,USA,multiplayer - online - with real life friends,10,23,50.0
0,1,2,2,1,0,2,Somewhat difficult,2,4,2,1,3,Counter Strike,PC,42.0,having_fun,undefined,20.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,1.0,1.0,Male,18,Student at college / university,Ireland,multiplayer - online - with real life friends,8,12,17.0
1,1,1,1,0,0,0,Somewhat difficult,3,5,5,2,2,League of Legends,PC,30.0,improving,undefined,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,21,Student at college / university,Romania,multiplayer - online - with online acquaintances or teammates,4,17,8.0
1,0,0,0,0,1,0,Not difficult at all,5,3,5,4,5,League of Legends,PC,10.0,having_fun,undefined,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Male,18,Student at school,Czech Republic,multiplayer - online - with real life friends,2,22,8.0
0,1,1,2,0,1,1,Not difficult at all,5,4,2,2,2,League of Legends,PC,20.0,having_fun,silver,20.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,Male,21,Student at college / university,Germany,multiplayer - online - with online acquaintances or teammates,6,15,31.0
0,1,1,2,0,1,1,Not difficult at all,5,4,2,2,2,League of Legends,PC,20.0,having_fun,silver,20.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,Male,21,Student at college / university,Germany,multiplayer - online - with online acquaintances or teammates,6,15,31.0
0,0,0,0,0,0,0,Not difficult at all,5,6,6,6,6,League of Legends,PC,21.0,having_fun,undefined,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,Female,21,Student at college / university,USA,other,0,29,18.0
3,3,3,3,0,1,0,Somewhat difficult,5,5,6,4,2,League of Legends,PC,40.0,improving,undefined,6.0,0.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,0.0,4.0,1.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,13,22,50.0
1,0,0,0,0,1,0,Somewhat difficult,2,3,3,2,1,League of Legends,PC,20.0,having_fun,undefined,5.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,Female,19,Employed,USA,multiplayer - online - with strangers,2,11,26.0
0,0,1,0,0,0,0,Not difficult at all,2,6,2,2,2,League of Legends,PC,15.0,winning,undefined,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,Male,28,Employed,USA,multiplayer - online - with strangers,1,14,33.0
0,0,2,1,2,2,0,Somewhat difficult,4,3,5,5,2,League of Legends,PC,21.0,winning,platinum,25.0,0.0,0.0,2.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,Male,18,Student at college / university,USA,multiplayer - online - with real life friends,7,19,17.0
2,2,2,0,0,1,3,Extremely difficult,5,6,3,3,1,League of Legends,PC,20.0,improving,undefined,40.0,2.0,2.0,4.0,4.0,1.0,3.0,0.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,Male,18,Student at school,Canada,multiplayer - online - with real life friends,10,18,38.0
0,0,0,0,0,0,0,Not difficult at all,5,6,6,6,5,League of Legends,PC,10.0,having_fun,undefined,15.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,24,Student at college / university,USA,multiplayer - online - with real life friends,0,28,17.0
3,2,2,1,1,1,1,Somewhat difficult,3,1,3,1,1,League of Legends,PC,20.0,improving,platinum,7.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,Male,26,Student at college / university,Turkey,multiplayer - online - with strangers,11,9,17.0
1,1,1,2,0,2,1,Somewhat difficult,2,1,2,1,1,League of Legends,PC,20.0,having_fun,silver,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,Male,19,Student at college / university,USA,multiplayer - online - with real life friends,8,7,29.0
0,0,0,0,0,0,0,Not difficult at all,6,6,6,6,6,League of Legends,PC,4.0,having_fun,undefined,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,21,Student at college / university,USA,multiplayer - online - with real life friends,0,30,2.0
0,0,0,0,0,0,0,Not difficult at all,6,6,5,5,5,League of Legends,PC,12.0,having_fun,gold,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,Male,25,Employed,Canada,multiplayer - online - with real life friends,0,27,18.0
0,1,1,1,0,0,1,Not difficult at all,3,5,4,3,2,League of Legends,PC,4.0,improving,undefined,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,Male,18,Student at college / university,Canada,multiplayer - online - with online acquaintances or teammates,4,17,11.0
1,0,1,1,0,1,1,Not difficult at all,6,6,5,4,3,League of Legends,PC,3.0,having_fun,undefined,20.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,Male,25,Employed,USA,singleplayer,5,24,17.0
0,1,1,1,0,1,3,Not difficult at all,1,2,2,3,1,League of Legends,PC,55.0,improving,undefined,10.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,Male,18,Student at school,Unknown,multiplayer - online - with real life friends,7,9,20.0
0,1,0,2,0,2,0,Not difficult at all,3,3,3,3,2,League of Legends,PC,20.0,winning,gold,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,Venezuela,multiplayer - online - with strangers,5,14,5.0
2,2,2,2,1,2,2,Somewhat difficult,1,2,2,2,7,Starcraft 2,PC,10.0,improving,undefined,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,Male,27,Employed,Austria,multiplayer - online - with strangers,13,14,26.0
0,0,0,0,0,0,0,Not difficult at all,2,3,2,1,1,League of Legends,PC,20.0,improving,undefined,10.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,Male,21,Unemployed / between jobs,USA,multiplayer - online - with strangers,0,9,14.0
0,0,0,0,0,0,0,Not difficult at all,2,2,1,1,1,League of Legends,PC,100.0,winning,undefined,10.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,Male,19,Student at college / university,Sweden,singleplayer,0,7,10.0
1,0,0,1,0,3,0,Not difficult at all,4,4,6,2,1,League of Legends,PC,20.0,improving,gold,15.0,0.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,Male,21,Student at college / university,UK,other,5,17,38.0
0,0,0,0,0,0,0,Not difficult at all,4,4,5,4,5,League of Legends,PC,28.0,having_fun,gold,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,Male,19,Student at college / university,Brazil,multiplayer - online - with real life friends,0,22,19.0
3,1,2,2,3,2,0,Somewhat difficult,3,3,3,3,2,League of Legends,PC,20.0,having_fun,undefined,10.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Male,22,Student at college / university,Finland,multiplayer - online - with real life friends,13,14,18.0
2,1,3,1,3,3,0,Very difficult,2,2,2,3,4,League of Legends,PC,24.0,winning,undefined,5.0,1.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,Male,19,Student at college / university,USA,multiplayer - online - with strangers,13,13,48.0
1,1,1,1,0,1,0,Somewhat difficult,3,4,5,2,1,League of Legends,PC,20.0,winning,gold,10.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,Male,18,Student at school,UK,multiplayer - online - with real life friends,5,15,37.0
1,0,0,0,0,0,0,Not difficult at all,5,6,6,5,6,League of Legends,PC,15.0,having_fun,undefined,10.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,Male,18,Student at college / university,USA,multiplayer - online - with real life friends,1,28,19.0
0,1,1,1,1,3,2,Somewhat difficult,1,5,3,1,1,Other,PC,8.0,having_fun,platinum,10.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,2.0,Male,20,Student at college / university,USA,multiplayer - online - with strangers,9,11,31.0
1,1,1,1,0,1,1,Somewhat difficult,4,4,4,4,1,League of Legends,PC,21.0,improving,undefined,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Male,19,Employed,USA,multiplayer - online - with strangers,6,17,16.0
1,1,1,1,1,2,0,Somewhat difficult,5,6,5,6,2,League of Legends,PC,25.0,improving,undefined,5.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,Male,23,Student at college / university,Germany,multiplayer - online - with real life friends,7,24,28.0
1,1,1,0,0,1,0,Not difficult at all,5,5,5,5,4,League of Legends,PC,40.0,having_fun,undefined,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Male,20,Employed,Canada,multiplayer - online - with strangers,4,24,15.0
1,1,1,1,0,2,1,Very difficult,2,2,2,2,2,League of Legends,PC,25.0,having_fun,undefined,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,25,Employed,UK,multiplayer - online - with online acquaintances or teammates,7,10,2.0
1,1,1,1,1,2,1,Extremely difficult,1,2,1,1,1,League of Legends,PC,50.0,improving,undefined,7.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,Female,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,8,6,49.0
3,3,3,3,1,3,3,Somewhat difficult,5,6,7,6,1,League of Legends,PC,14.0,improving,undefined,20.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,Female,21,Student at college / university,USA,multiplayer - online - with strangers,19,25,68.0
1,0,0,1,0,0,0,Not difficult at all,6,7,7,6,5,League of Legends,PC,35.0,having_fun,undefined,5.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,USA,multiplayer - online - with strangers,2,31,14.0
0,1,0,0,0,0,0,Not difficult at all,7,7,7,7,7,Other,PC,25.0,improving,undefined,10.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Male,19,Student at college / university,UK,singleplayer,1,35,18.0
3,2,2,1,0,2,2,Not difficult at all,3,5,4,2,6,League of Legends,PC,2.0,improving,undefined,20.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,Female,18,Student at school,Finland,singleplayer,12,20,33.0
1,0,1,0,0,1,0,Not difficult at all,5,6,6,5,7,League of Legends,PC,20.0,improving,undefined,10.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,Male,22,Student at college / university,Brazil,multiplayer - online - with online acquaintances or teammates,3,29,26.0
0,0,0,0,0,0,0,Not difficult at all,6,7,7,6,6,League of Legends,PC,10.0,improving,undefined,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,19,Employed,Austria,multiplayer - online - with strangers,0,32,4.0
1,1,2,1,0,0,0,Not difficult at all,3,6,6,4,3,Heroes of the Storm,PC,15.0,having_fun,undefined,10.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,Male,36,Unemployed / between jobs,Austria,multiplayer - online - with online acquaintances or teammates,5,22,14.0
1,1,1,1,0,2,1,Somewhat difficult,2,1,2,2,2,League of Legends,PC,20.0,winning,undefined,30.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,Male,18,Student at college / university,Spain,multiplayer - online - with real life friends,7,9,23.0
0,0,0,0,0,0,0,Not difficult at all,4,5,4,5,4,League of Legends,PC,20.0,improving,undefined,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Male,24,Unemployed / between jobs,USA,singleplayer,0,22,3.0
1,0,0,1,1,0,0,Not difficult at all,1,5,1,1,2,League of Legends,PC,15.0,having_fun,undefined,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,3,10,8.0
1,0,1,0,1,0,0,Somewhat difficult,5,6,5,4,3,League of Legends,PC,20.0,improving,undefined,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Male,21,Employed,Canada,singleplayer,3,23,2.0
0,0,0,0,0,1,0,Not difficult at all,6,5,6,6,5,League of Legends,PC,20.0,winning,undefined,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,Male,18,Student at school,USA,multiplayer - online - with strangers,1,28,12.0
1,1,0,2,0,0,1,Somewhat difficult,2,3,2,4,2,League of Legends,PC,20.0,improving,undefined,10.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,Male,24,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,5,13,23.0
0,0,2,1,0,0,0,Not difficult at all,4,6,4,3,3,League of Legends,PC,15.0,having_fun,undefined,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,Female,20,Student at college / university,France,multiplayer - online - with online acquaintances or teammates,3,20,37.0
0,0,1,0,0,0,0,Not difficult at all,4,4,5,5,2,League of Legends,PC,15.0,having_fun,gold,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Female,19,Student at college / university,USA,multiplayer - online - with online acquaintances or teammates,1,20,4.0
1,0,0,1,0,0,0,Not difficult at all,4,6,6,5,6,League of Legends,PC,10.0,having_fun,undefined,20.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,20,Employed,Sweden,multiplayer - online - with strangers,2,27,8.0
0,0,1,0,0,0,0,Not difficult at all,6,7,6,7,5,League of Legends,PC,20.0,having_fun,undefined,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,27,Employed,Germany,multiplayer - online - with real life friends,1,31,2.0
1,1,1,1,1,1,1,Somewhat difficult,2,5,3,2,2,League of Legends,PC,40.0,improving,undefined,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Employed,UK,multiplayer - online - with real life friends,7,14,8.0
0,0,0,0,0,0,0,Not difficult at all,4,6,4,4,4,League of Legends,PC,15.0,improving,undefined,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,18,Student at college / university,USA,multiplayer - online - with strangers,0,22,5.0
1,1,0,3,1,1,0,Not difficult at all,2,2,2,1,3,League of Legends,PC,6.0,having_fun,undefined,0.0,1.0,3.0,2.0,3.0,1.0,4.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,Male,18,Student at college / university,Denmark,multiplayer - online - with real life friends,7,10,26.0
0,0,2,1,0,1,0,Not difficult at all,5,6,4,4,3,League of Legends,PC,25.0,relaxing,undefined,25.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,19,Student at college / university,Germany,multiplayer - online - with real life friends,4,22,11.0
2,0,0,0,1,0,2,Not difficult at all,1,5,5,2,2,Other,Smartphone / Tablet,35.0,relaxing,undefined,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,2.0,Female,20,Student at college / university,USA,singleplayer,5,15,16.0
1,0,1,2,1,2,2,Somewhat difficult,3,5,5,5,2,League of Legends,PC,8.0,improving,undefined,10.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,Male,28,Employed,Canada,multiplayer - online - with real life friends,9,20,22.0
2,2,2,1,1,1,0,Somewhat difficult,6,5,6,6,5,League of Legends,PC,40.0,improving,undefined,16.0,2.0,2.0,3.0,3.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,Male,18,Student at school,USA,multiplayer - online - with online acquaintances or teammates,9,28,35.0
0,0,0,0,0,0,0,Not difficult at all,5,6,5,2,2,League of Legends,PC,5.0,having_fun,undefined,10.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,USA,multiplayer - online - with real life friends,0,20,8.0
0,0,1,0,0,1,0,Not difficult at all,3,6,5,2,2,League of Legends,PC,40.0,improving,undefined,30.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,Male,18,Employed,Canada,multiplayer - online - with real life friends,2,18,22.0
